id,supermarket,name,price,reference_price,reference_unit
121183,carrefour-es,Carne de Mejillon cocido 80/120 Carrefour 400 g.,3.0,7.5,kg
121184,carrefour-es,Filete de lenguado al vacío congelado Delfín 180 g.,3.0,16.67,kg
121185,carrefour-es,Salmón ahumado Noruego Carrefour 100 g.,2.95,29.5,kg
121186,carrefour-es,Salmón ahumado noruego Carrefour 200 g.,5.45,27.25,kg
121187,carrefour-es,Salmón noruego Carrefour 100 g. ,3.1,31.0,kg
121188,carrefour-es,Salmón ahumado noruego Carrefour pack de 2 unidades de 180 g.,9.09,25.25,kg
121189,carrefour-es,Salmón ahumado 100 g.,2.65,26.5,kg
121190,carrefour-es,Salmón ahumado Royal pack de 2 unidades de 90 g.,8.7,48.33,kg
121191,carrefour-es,Bacalao en lonchas ahumado Carrefour 80 g.,2.69,33.62,kg
121192,carrefour-es,Salmón Marinado Carrefour 100 g.,2.9,29.0,kg
121193,carrefour-es,Salmón ahumado Royal 100 g.,5.4,54.0,kg
121194,carrefour-es,Salmón ahumado escocés Carrefour 100 g.,3.25,32.5,kg
121195,carrefour-es,Boquerón en vinagre aliñado 140 g,3.95,39.5,kg
121196,carrefour-es,Salmón con aceite de oliva Carrefour 125 g.,3.1,24.8,kg
121197,carrefour-es,Solomillo de salmón ahumado noruego carrefour Selección 150 g.,6.3,42.0,kg
121198,carrefour-es,Minilonchas de salmón ahumado Duo Royal pack de 2 unidades de 50 g.,5.5,55.0,kg
121199,carrefour-es,Trucha ahumada Carrefour 100 g.,3.0,30.0,kg
121200,carrefour-es,Huevas de lumpo Carrefour 80 g.,2.2,27.5,kg
121201,carrefour-es,Solomillos de salmón ahumado Dúo Royal pack de 2 unidades de 50 g.,5.95,59.5,kg
121202,carrefour-es,Mojama de atún salado en taco De Nuestra Tierra 300 g,11.99,39.97,kg
121203,carrefour-es,Salmón ahumado escocés,4.45,49.44,kg
121204,carrefour-es,Salmón ahumado cortado en lonchas Dominguez 100 g.,5.5,55.0,kg
121205,carrefour-es,Huevas negro tarro Mujol Mujjol Shikran 80 g.,3.9,48.75,kg
121206,carrefour-es,Salmón noruego ahumado Skandia 80 g.,4.45,55.62,kg
121207,carrefour-es,Mojama de solomillos de atún salado 200 g,4.5,22.5,kg
121208,carrefour-es,Boquerones a la mediterránea Belmonte 100 g,1.99,19.9,kg
121209,carrefour-es,Supremas de Aguinaga Carrefour 250 g.,2.8,11.2,kg
121210,carrefour-es,Palitos de mar 300 g,1.35,4.5,kg
121211,carrefour-es,La auténtica La Gula del Norte 2 x 110 g,5.9,26.82,kg
121212,carrefour-es,Barritas de surimi 600 g,5.99,11.24,kg
121213,carrefour-es,Anguriñas Pescanova pack de 2 unidades de 100 g.,2.1,10.5,kg
121214,carrefour-es,Rollitos de mar Pescanova 450 g.,2.6,5.78,kg
121215,carrefour-es,Palitos de mar 400 g,4.99,12.48,kg
121216,carrefour-es,Palitos de mar 615 g,3.9,6.34,kg
121217,carrefour-es,Tronquitos de Alaska sabor cangrejo Frudesa 450 g.,2.85,6.33,kg
121218,carrefour-es,Surimi en barritas Krissia 200 g.,2.05,10.25,kg
